Sample Annotation,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27
Compound118,8.066595062,8.575575676,8.247076403,8.440010027,7.891703437,7.911914958,8.602247837,8.348669316,8.673914747,8.402917127,7.899704413,8.607263977,7.6853617,7.826755382,8.152014915,8.158826175,8.160934452,8.599364228,8.09123189,8.379846399,8.382294854,8.11650451,8.141895789,7.647789199,8.296654443,8.452290007,8.672713684
Compound1353,7.295445233,7.513044177,7.530433921,7.658308267,7.414480386,7.471339174,6.932600649,7.570921945,7.455493767,7.324132228,7.585567051,7.065025111,7.550591911,7.27946047,7.729200591,7.638761047,7.570273558,7.554429887,7.365079956,7.527255816,7.689455847,7.265605208,7.711445232,7.102524206,7.477934944,7.485759014,7.496574783
Compound3869,6.504198227,6.660623399,6.694997819,6.708418379,6.515282982,6.713931356,6.669229025,6.664173666,6.715890924,6.573954639,6.498669355,6.548157006,6.752613627,6.452727784,6.367186021,6.752319976,6.789906125,6.648512478,6.728196177,6.575665477,6.724951231,6.564682153,6.560431557,6.722919836,6.605084136,6.617779604,6.583113215
Compound808,7.293914117,7.768483657,7.260192169,7.50830074,7.302249408,7.550412167,7.510042259,7.105072939,7.543213164,7.493804462,7.036053066,7.664322869,7.220611791,7.687782186,7.208448844,7.282534149,7.55773417,7.708625407,6.995688647,7.347388808,7.569503179,7.550133816,7.568062524,7.314584139,7.403048369,7.361912612,7.208296857
Compound2621,6.778423717,7.239747009,7.214313127,7.033743244,7.320356473,6.834560256,6.938752514,7.113932739,6.953448099,7.078166023,6.766181181,7.191660136,7.018437741,7.099466993,7.203791939,7.119072436,7.072491013,7.115813642,6.852072862,7.068673746,7.030299346,7.075922237,6.975571583,7.218367007,7.18332327,7.177217769,7.048462577
Compound3967,6.575804139,6.373271118,6.531889559,6.712158337,6.596599181,6.706878331,6.681713525,6.439714389,6.583322736,6.527301054,6.474940945,6.611203505,6.573011634,6.630421857,6.421153313,6.604519172,6.64983882,6.68503046,6.458355189,6.62303508,6.601312192,6.45503022,6.785328332,6.648533071,6.481732341,6.564811028,6.620541734
Compound758,7.420835067,7.337158587,7.532444102,7.631407949,7.395119896,7.327217093,7.351201927,7.571715721,7.311888884,7.362431728,7.325474807,7.577386935,7.263957207,7.345430438,7.622684005,7.496154056,7.417951733,7.20779307,7.190275458,7.234292086,7.207550721,7.403272062,7.567830917,7.102317055,7.216382193,7.402228244,7.428491315
Compound2226,6.295334394,7.107565118,6.995471585,7.109478794,7.169419008,7.073920099,7.137751786,7.050538326,7.142372279,7.198804884,6.911363899,7.064496412,6.692119272,6.847370668,6.810157726,6.731803582,7.040289185,7.143031943,6.976940264,7.058732448,6.676750606,7.009309268,6.991034225,7.142219095,7.023682801,7.022320647,7.026380374
Compound2809,6.668986369,6.989513035,7.075714083,6.647575526,7.099588571,7.124281797,6.966568058,7.019869436,6.688862017,7.094575451,6.781101294,6.844356914,6.911818384,7.036328451,6.843872824,6.897676547,7.106970243,6.97203195,6.946861749,6.996135264,7.072162862,6.922887876,7.046628551,6.758598437,6.910584428,6.998053664,6.936583273
Compound3230,6.767872759,6.673454926,6.730948904,6.821563237,6.776728524,6.781957654,6.844896109,6.82726268,6.869656541,6.81120796,6.598993341,6.829842721,6.912948984,6.990340541,6.601703604,6.813254202,6.742191887,6.785104681,6.897466779,6.305520167,6.721013515,6.705742642,6.793197872,6.928591395,6.789102777,6.78855317,6.908974373
Compound3451,6.788080725,6.907791644,6.663988308,6.848140728,6.848057978,6.904358288,6.838083394,6.640190995,6.879386231,6.871079362,6.82953904,6.858370492,6.950713779,7.063636096,6.840734051,6.880735522,6.806874743,6.966653884,6.95589796,6.779826524,6.83054812,6.922701535,6.758731239,6.905164832,6.893268453,6.87457769,6.803813312
Compound1939,6.906453305,6.763308449,6.618835414,6.852494303,6.785836718,6.927668246,6.710871646,6.839466224,6.836576527,6.542360566,6.663555853,6.823609463,6.940862894,6.498425649,6.715770198,6.756965591,7.14799794,6.820430079,6.683844143,6.479296014,6.823025266,6.791123983,6.838860172,6.709267047,6.872263629,6.81477941,6.758929571
Compound1694,7.205538,7.437438991,7.538533218,7.432735614,7.155831179,6.840413296,7.391220428,7.589242255,7.436931601,7.465846411,7.168016944,7.232983144,7.397907995,7.268693167,6.99018334,7.394176832,7.281982001,7.290368024,7.250120421,7.14152598,7.407166981,7.252585581,7.255205009,7.392782206,7.336954339,7.247811956,7.60320271
Compound1802,7.200505874,6.86534033,7.274929516,7.309019881,7.039000298,7.260286947,6.856179272,7.106620759,7.151866359,6.945414683,6.903946722,7.187088791,7.076650746,7.110872116,7.258492074,6.985975966,7.159736536,6.927496802,7.001120166,7.319581802,6.724305132,7.289061649,6.991027297,6.98084138,7.157842846,7.278894213,7.132146374
Compound2334,7.268137027,7.227370802,7.451063029,7.282828671,7.275329638,7.123124354,7.203988469,7.183573569,6.845096306,7.31665047,7.250886659,7.32417099,7.211675184,7.05768243,7.258626921,7.113988601,7.308500232,6.971066926,6.932999073,7.235581188,7.269909017,6.874340561,7.331936468,7.073856669,7.287873617,7.174996067,6.935430058
Compound4004,6.670836535,6.599515402,6.590766475,6.658132463,6.605070964,6.600326153,6.609329334,6.439353371,6.690868703,6.475058333,6.583979864,6.562266141,6.545000991,6.570632551,6.667740374,6.499235538,6.569661495,6.593949335,6.619258573,6.628166684,6.455933135,6.578386647,6.506542174,6.60062167,6.600716262,6.663282116,6.554774479
Compound1449,7.645344521,7.449565283,7.562459446,7.357498201,7.666345609,7.564778786,7.326306774,7.540460341,7.234836296,7.164152099,7.138626501,7.242941586,7.209447587,7.499702573,7.339975951,6.874152591,7.249220255,7.242160371,7.161486304,7.451216871,7.257873424,7.39526198,7.254975772,7.272543952,7.225268972,7.501207205,7.458754624
Compound2396,6.892466847,6.987993479,7.045697802,6.803807355,6.776316271,6.980139278,7.102374861,6.901626772,7.026342092,7.117808123,6.998417226,6.859349115,6.97176877,6.701341661,7.17400108,6.800120647,6.444624527,6.986812643,7.021923123,6.861828714,6.833878914,6.701576184,6.735584503,7.101321924,7.05110389,7.158698362,7.017438078
Compound3344,6.786850299,6.81680591,6.800003458,6.64274215,6.642538979,6.842361464,6.789463557,6.861572526,6.769245513,6.639289107,6.582729324,6.915653243,6.745526593,6.962487807,6.775977825,6.663094616,6.932361487,6.789693753,6.770470779,6.860518216,6.855392566,6.768546349,6.89633665,6.858106858,6.914447351,6.870980698,6.454719799
Compound3705,6.783789741,6.5241552,6.717661153,6.732380115,6.803934035,6.674959419,6.755991774,6.740515308,6.655066401,6.60512258,6.779996725,6.852526528,6.488793807,6.63121269,6.789954139,6.529722767,6.575000014,6.743426257,6.64813287,6.619124719,6.700141821,6.700185273,6.798561949,6.737763698,6.714652541,6.652566589,6.70414225
Compound2060,7.015873766,7.071378931,7.164386104,6.827922426,6.928598985,6.967654931,6.969135505,7.237821495,6.589299527,6.490750504,6.756689139,7.02525385,7.22023019,7.158388604,7.193355019,7.087272203,7.146218577,7.115241724,7.04769066,6.849294829,6.973553171,6.850029348,7.076661761,7.091251679,7.122236261,7.05568206,7.021215672
Compound3606,5.494124705,5.804742377,5.629796099,5.693852081,5.636089768,5.491257562,5.768783397,5.474758288,5.672930513,5.752067083,5.831619923,5.845965744,5.554486406,5.743558012,5.739273993,5.618898402,5.765622261,5.732137791,5.582807965,5.699477303,5.718409818,5.690605384,5.69086476,5.86419467,5.707428938,5.759845541,5.694111366
Compound10,9.446299544,9.549808875,9.164937788,9.26820464,9.219441819,8.976602263,9.436002144,9.084616663,9.173591132,9.451239064,7.367122001,9.41659826,9.371197551,8.886408896,9.421083117,9.452857932,9.391333645,9.258708342,9.345598616,9.008177692,9.414997287,9.545953412,9.231080063,9.228936438,9.303454516,9.257472519,9.241404972
Compound104,8.66217633,8.371497027,8.483291797,8.345126876,8.40112587,8.45656597,8.64217335,8.427860696,8.352167068,8.766930982,7.946550483,8.699838059,8.583775185,8.497610639,8.451172219,8.812417576,8.400329753,8.385027705,8.53274793,7.881857687,8.609120271,8.295415232,8.397594728,8.441139665,8.631084378,8.504398531,8.449634267
Compound4185,5.962394002,6.017787593,6.010963049,6.04224906,6.04565604,6.050771882,6.111793566,6.028884082,6.060387683,6.029524547,6.1775637,5.943122058,6.096651117,6.076618617,6.083054287,6.049022908,6.120550664,6.070546936,5.896920643,6.018098782,6.019154228,5.905375468,5.996493124,5.975106907,6.064922209,6.159647356,5.902808167
Compound548,7.198034508,7.054941776,7.33486084,7.369664664,6.934213833,6.794473815,7.117776949,7.151045146,7.955036134,7.083586024,7.216147151,7.404431776,6.930484756,7.226317562,7.113426436,7.393323037,7.052784062,7.541059049,7.184603827,7.281752901,7.105752603,7.309515574,7.097541166,7.051245183,7.270248649,7.201062079,7.283790077
Compound1804,7.000836822,7.247485739,7.24169945,7.268487924,7.104070938,7.336581154,7.181802258,6.958462968,7.109440852,6.967688772,6.585840222,7.025724372,7.171532107,7.226920683,7.057729872,7.162033236,6.811759783,7.146592675,7.200920404,6.844579059,6.877936572,7.118941037,7.267758741,7.111795785,7.238843815,7.048639449,7.134699246
Compound2725,6.866498093,6.43431304,7.194924563,7.271969879,6.919478861,6.901507825,7.040715985,6.533615097,6.978435663,6.798477813,7.140211779,7.151093552,6.969629928,7.251195229,7.138721249,7.183496687,6.934045247,6.888234165,7.093497228,6.855835838,7.224999764,6.933136134,7.046181584,6.904447653,7.003937225,7.08251335,6.961106088
Compound754,7.838349197,7.741648507,7.510463041,7.484389745,7.595480792,7.473011627,7.616800709,7.768510453,7.653821441,7.561114075,7.4621503,7.679096636,7.611340727,7.47597254,7.393190107,7.661307221,7.54535882,7.588657541,7.74109584,7.661810538,7.749214725,7.597341468,7.604045226,7.675364516,7.681457978,7.510265702,7.675746901
Compound1898,7.184541327,7.108689581,7.060444207,7.238573334,7.113160716,6.988376695,6.91954985,7.140194773,6.782604568,7.031754449,6.983740078,7.117140755,6.648658073,7.094180595,7.091711283,7.125941444,7.255967294,7.196806507,7.26437851,7.138550998,7.077305175,7.013011828,7.01047383,6.993375209,7.214868778,7.121014371,7.27735761
Compound3305,6.7854262,6.760181087,6.71628082,7.049417708,6.935597525,6.83326867,6.932205311,6.974399379,6.727180552,6.972260987,6.717488102,7.006713058,6.900789498,6.912809876,6.717499373,6.911754711,6.909954091,6.929887107,6.878888187,6.935215124,6.955946513,6.807082043,6.892657676,6.833010524,6.870548587,6.728883117,6.894537714
Compound4044,6.455516715,6.5599318,6.537403714,6.427425048,6.636587426,6.566643467,6.526269315,6.610210102,6.507929725,6.422165512,6.357571199,6.567138164,6.575127885,6.572996809,6.47960601,6.638315545,6.580228878,6.560447496,6.542059032,6.59197328,6.508131436,6.633489322,6.2987123,6.520982464,6.565044467,6.61204491,6.623063816
Compound316,8.082768794,8.214153752,8.403703821,8.282617569,8.154680848,8.301395736,8.54497959,8.238450059,8.416119193,8.395222016,8.261911065,8.245219506,8.3648386,7.999018026,8.219488322,8.336174966,8.431664197,8.21438929,8.53652994,7.883377388,8.151577521,8.26237493,8.149983345,8.448534786,8.052768258,7.899420508,8.202224644
Compound1400,6.757872749,6.847357865,6.903656427,6.940725558,6.899560971,6.814094854,6.775663183,6.908032271,7.44812409,6.672846202,6.773097133,6.865831057,6.806166428,6.861107782,6.884983958,6.91121118,7.003746486,6.798857067,6.920158867,7.027202772,6.869125687,6.753995012,6.905062915,6.756089091,6.902686336,6.682678315,6.808885426
Compound3032,6.84818305,7.041768464,6.94836323,6.790911997,7.057889454,6.670890814,7.00661196,6.914048104,7.146518023,6.903883888,7.055430325,6.794873753,6.919259565,7.006023646,6.741310333,7.002500596,7.006004182,6.763399842,7.007704217,6.694078696,6.845168932,6.880316753,7.065771828,6.438562769,6.983600798,6.904367176,6.877574348
Compound2030,7.259547981,7.219679696,7.234909425,7.048786266,7.489490536,7.127288837,7.295790764,6.963040815,6.948319513,7.362411471,7.517064849,6.886762402,7.23761554,7.13949265,7.387015557,7.489671932,7.313243372,7.017159906,7.19903996,7.14383226,7.235274194,7.231437358,7.079271605,7.227587964,7.41130521,7.068245721,7.195998813
Compound2395,7.061981368,7.038487399,6.964288132,7.168759955,6.980673359,7.078292313,6.889447664,7.073047014,7.06261465,7.101352739,6.953773849,7.184179284,7.232848984,7.041134867,7.10175307,7.006296321,7.144725949,6.846034303,7.013333234,6.874341445,6.762148799,7.017097256,6.968550307,6.882510747,7.06673594,6.98355038,7.098710589
Compound2979,6.562779763,6.86161556,6.656592343,6.816255051,6.71587985,6.734389216,6.84260689,6.609758883,6.903285468,6.875790924,6.765259204,6.863148526,6.55181596,6.532456764,6.826083239,6.897518535,6.837325031,6.80756827,6.83895825,6.784676796,6.843592191,6.878474484,6.709786803,6.782090672,6.821840608,6.843119486,6.798833229
Compound3598,6.74766982,6.687426218,6.741164537,6.897952573,6.83198446,6.772617977,6.704235539,6.718284747,6.828325063,6.808501512,6.835862921,6.882757695,6.717309662,6.866813732,6.717911201,6.726225769,6.748425038,6.65239992,6.614277462,6.821476063,6.802375458,6.784573429,6.822812372,6.82278154,6.823536044,6.917614549,6.846184833
Compound983,7.655889218,7.530251547,7.740741668,7.626189378,7.432054982,7.458263981,7.412773846,7.685433204,7.816751891,7.909858708,7.865309671,7.810750529,7.80124529,7.802670434,7.250585796,7.790602176,7.167648611,7.556017468,7.849777856,7.438885759,7.355971719,7.906885238,6.809534887,7.642994275,7.821016711,7.740891228,7.698691302
Compound1073,6.912330176,7.083050023,6.947633115,6.931972749,6.800288637,7.350943994,6.579235291,7.137089598,6.76170065,6.700552024,6.734827509,6.911850073,6.743994554,6.886476123,7.005472003,6.74189323,6.728497925,7.128129026,6.91241014,6.803247842,7.1054782,6.894028816,7.086361008,6.824490855,7.127993609,6.866359582,7.462255104
Compound149,8.226046237,8.683459157,8.232943578,8.283758843,8.165241964,8.307069098,8.421828067,8.361257962,8.30400784,8.453655088,8.119234632,8.387086161,8.384387677,8.037473516,8.463129619,8.39924918,8.378514081,8.543038652,8.219166861,7.631356667,8.237099645,7.918022075,8.611633015,8.047420543,8.530002315,8.125717515,8.444892744
Compound1938,6.657446595,6.697216505,6.557007215,6.492483992,6.623922587,6.638452863,6.676114571,6.434952981,6.673147145,6.682004699,6.529985888,6.684808015,6.424110529,6.607609886,6.214325094,6.549685823,6.754795756,6.528700226,6.513936878,6.603661014,6.590873757,6.733621534,6.606268391,6.603592679,6.493133294,6.573950419,6.585132145
Compound3229,6.947144603,6.857386186,6.889306734,6.706477449,6.885796926,6.91540414,6.84909393,6.885144024,6.830803439,6.924723723,6.79709879,6.483432569,6.814322568,6.784352375,6.878409125,6.901060958,6.646737509,6.848075586,6.801384019,6.742245535,6.692806461,6.948667961,6.935621179,6.633143083,6.93380364,6.843919406,6.683382614
Compound210,8.287037805,8.145979959,8.007991068,8.164057014,7.87728144,7.83548481,8.262909146,7.924142426,8.334810707,7.946415439,7.970788628,8.256595721,7.882604954,7.753342618,8.044710197,7.982412918,8.217909401,8.026750112,7.988252622,8.118938363,7.748738894,7.951464869,8.05254558,8.032451341,8.002282336,8.216933062,8.259042249
Compound810,7.44642622,7.742230714,7.40763282,7.798008772,7.655877609,7.25596873,7.566789193,7.57344695,7.799039567,7.693569027,7.717090034,7.586647069,7.595892477,7.048348435,7.259305398,7.697931748,7.445092535,7.641764012,7.648185731,7.609679826,7.664189466,7.463611667,7.429622476,7.801640806,7.466403519,7.538540333,7.301892921
Compound3219,6.946425845,7.035071434,6.777230011,6.84320088,6.850626039,6.777133522,6.658385086,6.889002029,6.808831017,6.978583342,6.854877471,6.973858238,6.939990839,6.587411523,6.60407707,6.950666176,6.803287877,7.047296885,7.074008571,6.909153559,6.823557609,6.936075685,6.739690548,6.976860805,6.87511711,6.70639344,6.925986333
Compound2819,6.790665215,7.060004816,7.082965634,6.88643835,7.093744306,6.987129769,7.045120356,6.650040029,6.952944331,7.070000858,7.097437728,6.741468565,6.565262251,7.01560148,7.054701154,6.932246474,6.920146002,6.958280406,6.911418503,7.112141852,6.949276656,7.115286145,7.019204313,7.091599238,6.974395495,6.951655625,6.905494544
Compound3824,5.713686118,5.737634886,5.720443761,5.544155246,5.761488268,5.633780989,5.57883575,5.608161209,5.741619226,5.711989264,5.871362986,5.826435522,5.571296271,6.000344359,5.740974198,5.678202214,5.455815535,5.60540146,5.560321956,5.763559944,5.603966631,5.740239354,5.659004084,5.839888562,5.705939402,5.742416373,5.699015856
Compound4194,6.071514457,6.047378508,6.195405171,6.186269644,6.116691329,6.226013509,6.163713704,6.132930067,6.065077446,6.155638265,6.099851924,6.244726156,6.158215801,6.175381753,6.202190243,6.096828055,6.033342065,6.125077732,6.072774744,6.205713186,6.094868732,6.16783509,6.186220783,6.271764325,6.223429015,6.115960905,6.153501945
Compound465,7.986991896,7.975268596,8.0812985,8.083869708,8.044257111,8.300492175,7.922302557,7.901148099,8.018426937,7.823591687,7.448107813,8.140462103,8.132855173,7.590903241,8.093855003,7.829705689,7.930929765,7.911624983,8.217859099,8.140256621,7.965443298,8.154999659,8.095228176,7.989661504,7.91317087,8.05851102,8.035516381
Compound3852,6.650593028,6.659643378,6.636256315,6.594903267,6.733215259,6.811631893,6.615652659,6.684656697,6.790045265,6.618474826,6.733716911,6.72812405,6.595699583,6.647033008,6.643702814,6.761933475,6.712905753,6.708707867,6.719706623,6.632729907,6.662941238,6.68151756,6.599377089,6.707435111,6.600758995,6.730929737,6.644973614
Compound3303,6.902929457,6.861719489,6.946297374,6.85234411,6.611812775,6.802356875,6.745597019,6.760202436,6.683623573,6.943407296,6.793856451,6.917692804,6.762878136,6.96444832,6.961857415,6.869402912,6.831562823,6.852341482,6.824391494,6.912780719,6.960465171,6.926387359,6.843383072,6.925396618,6.678250632,6.802637571,6.825151523
Compound1088,7.896673857,7.427524675,7.00856065,7.364066411,7.476786861,7.73570926,7.707561919,7.670517059,7.45796702,7.669222446,7.867311846,7.248154129,7.352917,7.268238445,7.578174255,7.540770212,7.586524173,7.918994163,7.702584762,7.611935937,7.725637759,7.748908442,7.65315366,7.332726226,7.742727559,7.83060628,7.602458377
Compound1165,7.570561686,7.283043552,7.348697977,7.492084312,7.822846575,7.742892261,6.635271036,7.598593036,7.632353759,7.580549605,7.593196176,7.771459382,7.65575273,7.288136704,7.599510446,7.530463919,7.85686964,7.737951936,7.549420601,7.838576051,7.889011171,7.36263404,7.291249406,7.648413073,7.853914255,7.67162221,7.622050859
Compound1463,7.45160409,7.474767359,7.493337313,7.247805764,7.351655405,7.464531836,7.24549869,7.441578541,7.470854533,7.406955685,7.544917022,7.483265537,7.02337473,7.405861317,7.400229782,7.701179369,7.100524067,7.647166983,7.129382491,7.651071551,7.61007365,7.390535928,7.589825516,7.28094448,7.691769196,7.134959188,7.501330334
Compound2706,6.984681173,6.776072072,6.755938013,6.858152556,6.844915932,6.781041877,6.863057031,6.807210857,6.82496354,6.902544288,7.011234217,6.868231013,6.902060908,6.950786356,6.728232723,6.697154455,6.816616452,6.656007396,6.653250753,6.505236516,6.8035023,6.814908235,6.727884616,6.821763734,6.697445297,6.816791767,6.923980338
Compound2995,6.728446111,6.849354006,6.788119465,6.80306056,6.751312628,6.794052309,6.705692677,6.80413784,6.579305658,6.826339519,6.819370123,6.801025395,6.881635606,6.914489323,6.714647272,6.844380041,6.697683941,6.738737605,6.745755201,6.656352487,6.811324334,6.678988825,6.643157861,6.82442209,6.882385647,6.585887603,6.917908666
Compound3566,6.694868891,6.80230812,6.619312586,6.730688467,6.699565551,6.754610623,6.465931871,6.92853581,6.672904864,6.762163663,6.844041345,6.787971652,6.770930527,6.776467879,6.907260589,6.69797812,6.640973529,6.707136701,6.679227821,6.698567553,6.67967087,6.83247771,6.842691145,6.415285924,6.860839539,6.831530837,6.761123141
Compound122,8.650110847,8.864659289,8.988667722,8.714469387,8.933062946,8.948529523,8.606497211,8.684796409,8.430573522,8.975970811,8.779736092,8.762366739,8.735892125,8.809351956,8.675865988,8.609170109,8.866452019,8.737097736,8.922182919,8.895784291,8.649045012,8.613661887,8.538515313,8.855892016,8.450804305,8.975574184,8.953856685
Compound1237,7.156175998,7.302982419,7.380677912,7.0976382,7.446246699,6.802528496,7.191323466,7.236328257,7.314963539,7.194013389,7.297135727,7.327334953,7.252950551,7.053853765,7.382007813,7.163799357,7.294543684,7.412325882,7.25187131,7.162755103,7.15410326,7.068354577,7.226643348,7.105102857,7.149437984,7.229850251,7.453567216
Compound3474,6.899124534,6.677118785,6.862137101,6.783994246,6.853652707,6.63479757,6.830189476,6.79235015,6.805536143,6.747917177,6.862017265,6.488700298,6.912672633,6.826474275,6.840222938,6.766207812,6.810999715,6.840563992,6.84621016,6.628761355,6.828805583,6.999001077,6.807883052,6.896026671,6.878641776,6.867857536,6.678519315
Compound752,7.056611016,7.639341234,6.728368884,7.557917386,7.539156755,7.233596033,7.61262994,7.477575109,7.317414224,7.077810166,7.429674108,7.74105956,7.284741368,7.622521343,7.44684893,7.565326247,7.65584955,7.834943769,6.890985824,7.500760395,7.22149922,7.475117293,7.222122821,7.012755999,7.431170519,7.383621736,7.475947551
Compound916,7.000408356,7.296295174,7.068318712,7.447317829,7.184057399,7.223929704,7.3818743,6.962060383,7.670535146,7.375767498,7.345709631,7.467979924,7.106702803,6.968540683,7.134329605,7.228848661,7.255709063,7.637184333,7.295519251,7.439039093,7.40707806,7.259488884,6.796396216,7.149190632,7.114649193,7.11574731,7.144961804
Compound1457,6.738345566,6.803080298,7.065229506,7.397136185,7.001754373,7.259164503,7.327482009,6.969574688,7.356182293,6.961947987,7.004540104,7.25778348,6.703986633,7.121440589,7.139957279,6.831044192,7.058122147,7.222901307,6.966780179,6.860333068,6.981331236,6.98388725,6.750320255,6.792817167,7.068992755,6.831402657,6.741693173
Compound2633,6.729409418,6.775033392,6.838123896,6.826389347,6.758895299,6.862525057,6.7759858,6.477539933,7.003667791,6.681172032,6.643453037,6.881063127,6.823411143,6.584902907,6.806952305,6.633620572,6.788368545,6.939955851,6.620361833,6.823937751,6.768688475,6.690025223,6.773030583,6.589016068,6.679629811,6.797318763,6.699166555
Compound569,7.717888174,7.930392012,7.778951514,7.908319439,7.836389394,8.101557666,8.004570672,7.967611451,7.734294597,8.248189968,8.013585083,8.023970639,7.72087384,8.171878337,7.640440057,7.914682332,8.096155531,7.503450647,8.175508083,8.183883705,7.946437218,7.923820949,8.133609604,8.126224475,8.136622597,7.995492235,8.097901514
Compound2652,6.775462299,6.655814887,6.775466011,6.821838788,6.702687087,6.690181143,6.662788519,6.783822159,6.61687054,6.45736884,6.403594551,6.825933718,6.822639115,6.689359822,6.867734444,6.727750754,6.715499568,6.48320624,6.580277952,6.661022014,6.868300235,6.93088178,6.927159582,6.443057548,6.750294093,6.710227527,6.688120815
Compound3462,6.770160264,6.673103219,6.628565428,6.742390987,6.801842217,6.736474824,6.701696469,6.703971579,6.669453257,6.713071899,6.754805352,6.657575371,6.616162174,6.79804332,6.799405605,6.756567916,6.590625388,6.684847903,6.620520986,6.785541348,6.630921562,6.684932467,6.744651998,6.75695705,6.71786318,6.786879121,6.742737996
Compound3694,6.73803876,6.703753751,6.719258963,6.742363195,6.757939313,6.710178855,6.601334841,6.643904979,6.743022116,6.664969681,6.758207589,6.696198685,6.61899045,6.774966212,6.648428118,6.758436223,6.753950423,6.68567231,6.784086594,6.599721426,6.763913439,6.588438368,6.711206719,6.7123883,6.702946833,6.570685334,6.746908679
Compound582,7.413260887,7.428282236,7.732940403,7.485526564,7.097599353,7.058406538,7.544981657,7.526982709,7.960559672,7.461091939,7.454883021,7.515666277,7.338734007,7.206830675,7.387248635,7.628983666,7.554856531,7.441190882,7.509552845,7.300841728,7.37962123,7.557783011,7.696802918,7.364632145,7.508785011,7.115537645,7.415165104
Compound1852,7.191191386,6.910570824,7.310705333,6.923258698,7.03641909,7.197064462,7.287036533,7.480637315,7.350372733,7.488951142,7.220117141,7.231485228,7.225953284,7.301327064,7.016395081,6.887396819,6.5349495,7.283851307,7.382484651,7.100874593,6.827144826,7.278985655,7.241473065,7.272132863,7.132199664,7.297384542,7.119127523
Compound2092,7.107882811,6.97272568,7.054307123,6.720173845,7.163197937,6.937730084,7.068078544,7.101868476,6.630806604,7.175546626,7.207226479,7.101000962,7.022685528,7.008478434,7.037238255,6.800833885,6.918167802,7.233023958,7.110159156,7.091354318,7.000303073,7.046048936,6.888620582,6.977364226,6.931345354,7.124370299,7.098580618
Compound2182,6.809386462,7.178680959,6.67839064,6.718442838,6.46127211,6.98768948,6.935604312,6.703362409,6.792513275,6.990580886,6.657693462,7.098625557,6.886949671,6.720681199,6.975644138,6.704922568,6.800883255,6.866120332,6.750723843,6.648497495,6.854705487,6.780688953,6.905927995,7.018304639,6.867182639,6.764205794,6.750746416
Compound3599,6.79717414,6.714931253,6.85199662,6.843201994,6.472515942,6.668034719,6.743420315,6.739481233,6.742306899,6.813888363,6.700097477,6.940920002,6.720755724,6.87323855,6.895347366,6.755205555,6.814508407,6.853635606,6.617962341,6.663678877,6.794925552,6.748207084,6.723084986,6.748102466,6.863428438,6.767774165,6.576975943
Compound1717,6.538445002,6.905489973,6.862910372,6.806023248,6.459665969,6.923677707,7.06549221,6.89265356,7.088164426,6.807831099,6.97460246,6.989278871,7.130121013,6.740327922,7.017701238,7.132686828,7.146047829,7.327714557,6.724142398,6.815134451,6.911267133,6.87382312,6.960629662,6.329541955,6.809126538,6.956497557,6.715150439
Compound3004,6.505062188,6.767473019,6.693306445,6.725961738,6.68818036,6.881917883,6.668943678,6.568977233,6.720849008,6.936983703,6.758663662,6.607502568,6.619974531,6.647097401,6.688807895,6.571840003,6.737942423,6.719715081,6.584660013,6.837594604,6.693036146,6.928095131,6.748406485,6.794637721,6.631826243,6.719859517,6.481641556
Compound785,7.956481855,7.718646605,7.874064376,7.823367832,7.422434862,7.423124981,7.958889282,7.371707867,7.766166793,7.820131741,8.152488219,7.772219004,7.886812594,7.626014997,7.763632008,7.868058798,7.790237452,7.860239611,8.073132265,7.828885026,7.860227064,7.846201515,7.97795946,7.093043846,7.642556413,7.772354053,7.689207926
Compound2662,6.982096879,6.794575136,7.028869515,6.986688627,6.695674476,7.003270169,6.781365117,6.994002192,6.907184361,6.883983798,7.055695855,6.968523471,7.018087252,7.038933053,7.059924764,7.009652559,6.865762081,6.860778325,6.697208439,7.014252812,6.979291293,6.945245411,7.037718464,6.857212272,6.891607813,6.938789688,6.883848024
Compound1146,7.138077898,7.042127506,7.043595882,6.938807207,7.124146724,6.714654284,7.212786131,6.897729575,7.533187327,6.396303648,7.111071637,7.075984002,7.167636671,7.097422593,7.263374003,7.038717536,7.062634126,7.492117472,6.811233833,7.027240352,6.735066869,7.106120406,7.150242889,6.979263337,6.805532192,7.095943237,7.283630472
Compound1395,7.343022576,6.975932627,7.279837301,7.267058972,7.312556827,7.203940524,7.355728667,7.120222727,7.355504734,7.424203967,6.754366466,6.952520352,7.106867058,7.247562913,7.31758966,7.340208891,7.224274779,6.853960633,7.031486642,6.740999698,7.222226694,7.109649407,7.112652598,7.249049198,7.233879999,7.29649483,7.307477355
Compound2342,7.028007476,6.69602951,6.98218676,6.551642488,6.662577463,6.892669281,6.851282923,7.135345539,6.959007254,6.934023326,6.817543316,6.710401079,6.921305003,6.912709774,6.839441864,6.873842892,6.854880522,6.763761462,6.908071055,6.810267498,6.725707852,6.76528135,6.786922616,6.95240962,6.78643602,6.650020253,6.79675109
