Sample Annotation,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27
Compound4061,5.729066483,5.778807246,5.694627834,5.587605686,5.824907723,5.471667089,5.543834169,5.551693553,5.718902041,5.819226582,5.919356153,5.962704002,5.453987959,5.88266625,5.667161459,5.770809389,5.646356261,5.679294951,5.792300337,5.659919763,5.681490066,5.764154446,5.653299848,5.760362109,5.678738381,5.77151086,5.712862828
Compound1505,7.429077262,7.135834161,7.147845557,7.392436552,7.276606612,7.344486722,7.320669265,7.432585923,7.296600286,7.436693555,7.231989116,7.372510101,7.083811872,7.460453018,7.070373612,7.354980334,7.471549069,6.914575527,7.317492373,7.540942969,6.983409909,7.309992412,7.135519979,7.351325657,7.382452999,7.123263636,7.316488868
Compound1598,6.807024832,6.886831143,6.400455013,6.858825095,6.779568832,6.827601531,6.732588368,6.808991387,7.23513256,6.834028868,6.90722556,6.689921704,6.909536951,6.971345725,7.159625772,6.665735818,6.779024186,6.899538787,6.711377968,6.760781686,6.677091789,6.820759622,6.840663729,6.845936695,6.896794724,6.829392868,6.680390191
Compound1819,6.927842433,7.102387397,7.144526062,7.085918515,7.133204372,7.072319662,7.255268995,7.273394042,7.145973654,7.099081667,7.127225676,6.674565455,7.011264926,7.13804376,7.096205708,6.9733188,6.723696743,7.027154022,6.815446797,7.098927321,6.974497276,7.213147351,7.002608744,7.208176538,6.825651206,7.076806389,6.97998031
Compound2743,6.493697988,6.154764947,6.058197243,6.140074369,6.320049236,6.280347239,6.193425169,6.291403665,6.203953483,6.274506502,6.695590177,6.220102525,6.340269635,6.466228534,6.817103684,6.148793257,6.242628033,6.380834814,6.560510444,6.235320753,6.288375932,6.317091851,6.425419616,6.44926666,6.195811545,6.204837649,6.420554327
Compound3749,6.776818774,6.751623408,6.59051784,6.747077062,6.659934767,6.74639392,6.829727464,6.609648759,6.65255204,6.673901572,6.615510049,6.858254313,6.750586543,6.677497506,6.771485108,6.659975883,6.847190078,6.714459658,6.803656709,6.578082199,6.694397868,6.741649266,6.698853018,6.656610417,6.762798937,6.482128501,6.684821299
Compound722,7.493981901,7.117270281,7.325363137,6.774505444,7.675013943,7.182892181,6.625502956,7.296011763,7.352605602,7.293955739,7.593659718,7.030657529,6.601924266,7.105360939,7.309303725,6.911109349,7.827247116,6.992345708,7.275176977,7.308279276,7.402722872,7.438821818,7.311256326,7.436971533,7.437333431,7.169754846,6.973948273
Compound1780,7.138621938,7.455918272,7.287915265,7.374039827,7.323997969,7.30584356,7.326992467,7.32791102,7.21992105,7.365972643,7.352104313,7.373910122,7.157450641,7.395805008,7.430539556,7.35672076,7.233998198,7.353635425,7.404465559,7.326589562,7.44373293,7.122937234,7.075799184,7.297618346,7.29130519,7.387149789,7.48983548
Compound2636,6.941334693,6.911995385,6.917653324,6.989755698,6.648369089,6.831704432,6.948334532,6.915950686,6.948626689,6.953865511,7.023035754,6.988322654,7.158991508,7.002061428,6.690385563,7.047951425,6.880985688,7.124891651,7.083011726,6.863485365,6.821780409,6.957051005,7.086982565,6.874755876,6.980099411,6.901513249,6.825306317
Compound2992,6.777723484,6.861134994,6.913620763,6.748269683,6.758830179,6.714287291,6.835391169,6.809896394,6.752186232,6.830080853,6.987213504,6.791384133,6.689072549,6.865097281,6.844413779,6.812047143,6.947372449,6.621173284,6.725019435,6.725921271,6.954882837,6.568887561,6.850883674,6.697845301,6.761471129,6.856551239,6.868723343
Compound3140,6.991464569,7.036235273,6.856035803,6.602989718,6.677400878,6.985226485,6.979594211,6.89495179,7.08564021,6.911878317,6.934144865,6.901668631,6.974295085,6.995899983,7.080978114,6.951122598,6.93618659,6.82694747,6.638718959,6.755349245,7.081585958,6.500698927,6.892955186,6.844840223,6.985560144,7.006595924,6.897381748
Compound3148,6.906788796,6.708996596,6.802102128,6.679221451,6.766774823,6.682785506,6.94471536,7.031232855,6.777842006,6.905225127,7.030867244,6.887919121,6.971030504,6.908266824,6.836259475,6.848107765,7.032854016,6.883654131,7.05766108,6.804764182,6.862310292,7.013841651,6.997985081,6.8191314,6.593410441,6.892553623,6.96652149
Compound4005,5.761431658,5.890481592,5.760727896,5.610532399,5.754914654,5.602429613,5.619057111,5.529284914,5.717730134,5.729578792,5.841306588,5.818950343,5.69499272,5.823993359,5.652787831,5.474023558,5.61689506,5.717964402,5.737683545,5.724317202,5.8146635,5.567344184,5.592417142,5.898627238,5.872626992,5.763440603,5.660932126
Compound4205,6.034396116,6.142046841,6.007591455,6.116478553,6.053779799,5.886715962,6.0118968,5.997697654,6.149923252,5.935327293,6.027936757,6.095079103,6.101477629,6.061618218,6.106061632,6.013078192,5.836474517,6.021055538,6.037227411,6.018686072,6.105588957,6.05056363,6.041435802,5.968331902,5.973826938,5.921623856,6.098895168
Compound555,7.669804005,7.287455693,6.722221003,7.230720614,7.028285797,6.791364846,7.992647317,7.379658061,7.47307905,7.462274588,7.159071035,7.166114151,7.657360441,7.025864102,7.213803923,7.209478292,7.349548993,7.461710588,7.018744961,6.882999723,6.853942619,7.08193942,7.401615512,7.068972278,7.596866419,7.393833287,7.314832127
Compound1429,7.194456144,7.429144887,7.485577997,7.742105667,7.123860011,7.501486572,7.457451251,7.472587277,7.592724298,7.481650679,7.321325403,7.554449957,7.456717328,7.543622426,7.482564304,7.479731618,7.558797021,7.555265239,7.383580188,7.522972316,7.546065344,7.404397655,7.330440467,7.594714452,7.370051012,7.539755997,7.296321097
Compound1578,7.440739659,6.934117969,7.462224042,7.216234177,7.500721863,7.600508385,7.300776383,7.185990392,7.493171832,6.888128188,6.775808282,7.144024541,7.292816328,7.392779233,7.411163961,6.873690019,7.429727434,7.19649461,7.065359501,7.367147673,7.586024456,7.362046257,7.367302511,7.321651092,6.867130547,7.517725,7.024846235
Compound1944,7.132883984,7.010634715,7.037213624,7.299212585,6.979423204,7.227011146,7.284756299,7.04294709,7.162247947,7.245404002,7.107118337,7.176122378,7.252456114,7.313230647,7.110609516,7.174516322,7.197291483,6.930340583,7.053510293,7.082930125,7.04184809,7.290281734,7.198807823,7.187033918,7.078943673,7.001029042,7.142959431
Compound2119,7.027955141,6.733608415,6.922287661,6.869558489,6.870931982,7.028487055,7.020565075,6.984746529,6.542787231,6.967553684,7.004118678,6.838730017,6.958743874,7.020771582,6.683936756,6.721096483,6.920168231,6.97583362,6.950959307,6.910656533,6.827468593,6.881144081,6.805573769,6.787758679,6.941826227,6.814200338,6.909208845
Compound3068,6.711651104,6.761652237,6.795361228,6.762281921,6.740542973,6.807919701,6.84026512,6.694542878,6.81898157,6.839876482,6.686117127,6.914695883,6.853895347,6.789931685,6.692733873,6.861209913,6.780849467,6.742974804,6.60023424,6.787968374,6.618410179,6.794603407,6.631957142,6.826935815,6.739537663,6.834353608,6.771646667
Compound3567,6.790706472,6.788901054,6.850272042,6.748236067,6.77399317,6.842430023,6.790125258,6.81548256,6.834473133,6.713855313,6.634897364,6.796173723,6.806195995,6.67401283,6.775153302,6.764207931,6.80345214,6.825860779,6.688437329,6.831135313,6.694448375,6.854119021,6.827113842,6.79423648,6.699056249,6.876644381,6.694342286
Compound169,7.850089968,8.298817082,7.970247212,7.933366583,7.781133043,8.190627977,8.091130188,7.89176651,8.142215345,8.110190222,8.039623935,7.538929797,7.955035519,7.872837018,8.203815334,7.670833689,7.952634927,8.499389588,7.412198711,8.164354102,8.168678222,8.047906032,8.086951884,7.771181616,8.209261882,8.131619559,8.076195322
Compound2176,6.748553383,6.646023525,6.684385732,6.53595221,6.575267251,6.976149317,6.821053505,6.694421713,6.7185309,6.580641537,6.646594481,6.841078754,6.710146317,6.422590964,6.707802602,6.730297151,6.722220282,6.624704019,6.76357437,6.764460931,6.697702091,6.701059711,6.687965729,6.611546479,6.677729641,6.638344828,6.471397275
Compound2830,6.711173421,6.688866714,6.656195956,6.609200288,6.64154196,6.699527275,6.863018074,6.64635687,6.798275592,6.622848341,6.800183886,6.568579374,6.560287634,6.725196188,6.719510966,6.744879458,6.693208046,6.538634062,6.430400731,6.531527837,6.707785564,6.716308252,6.613100358,6.576646055,6.641043503,6.713404618,6.781357987
Compound3097,6.769486037,6.956304256,6.841322741,6.835678429,6.83799238,6.885359866,6.693852361,6.808417597,6.56757778,6.869106596,6.866559128,6.834518704,6.866244164,6.337345778,6.90361652,6.947085294,6.912890566,6.8815178,6.840086113,6.748722192,6.790327669,6.788357125,6.865807144,6.844977834,6.910017259,6.741142377,6.688616407
Compound3592,6.447574842,6.63510226,6.772381916,6.878475654,6.664525075,6.830660613,6.826709924,6.808594834,6.764288784,6.817861031,6.74900362,6.648208113,6.741760688,6.808747667,6.728790351,6.632899329,6.561023445,6.731796922,6.720395874,6.717290291,6.614224069,6.769416314,6.804510369,6.723730539,6.528153698,6.734909588,6.796802948
Compound576,8.063217022,8.293727062,7.724058201,8.0151991,7.892525512,7.989641165,8.072588527,7.96239401,7.975329597,8.043015881,8.000834451,7.838935263,8.272097117,7.919545658,8.080058941,8.04793433,8.09746278,7.70869998,7.815985051,8.216341555,7.927585934,8.008601142,8.012519866,8.228724527,8.04490341,8.092157682,7.867750249
Compound1273,7.373368217,7.276251508,7.35331584,7.336325126,7.295709655,7.469084216,7.353654235,7.397926047,7.14320731,7.526047933,7.001169584,7.414637135,7.350119823,6.861602512,7.283033389,7.232158085,7.299873556,6.619696067,7.165573128,6.742345475,7.331961889,7.279796556,7.204644549,7.324667378,7.025140705,6.868042332,6.738198068
Compound1571,6.585214565,6.965600801,6.987443097,6.949315741,7.16536656,6.779686557,7.394616873,7.077773991,7.04750095,6.93730714,6.764681392,6.998090268,6.755762181,7.06259991,7.02340469,6.874759982,7.133000978,7.235765241,6.902265847,6.83248051,7.203026208,6.733500252,7.069356424,7.098112103,6.977130982,7.004846882,6.903306765
Compound1621,7.396164392,7.15314566,7.244548583,6.913436415,7.419393053,7.338569354,7.19317825,7.337775098,7.337931994,7.253401802,7.312498685,7.233388702,7.369849706,7.150155037,7.285661957,7.277679883,7.09819133,7.137852037,7.37685646,7.24085269,7.408167282,7.295073615,7.251514298,7.283288021,7.12010866,7.198069486,7.279011291
Compound1791,7.0532149,7.355175729,7.331956171,7.073157946,7.176185761,6.907495113,7.263532728,7.395389387,7.280548212,7.390916786,7.406456444,7.271346717,7.378539686,6.799701026,7.161734662,7.071423075,7.426397175,7.380108114,7.322366683,6.966111937,7.308191864,7.345018612,7.247330626,7.286031498,7.032212352,7.305235049,7.11684572
Compound2699,6.909141592,6.717402045,6.714922985,7.077177555,7.016951569,7.131826152,7.119802261,6.891782723,6.968244814,6.989585573,7.146147143,7.01670924,6.880229234,7.06235927,7.048752981,7.033131709,7.012745474,6.879788012,6.997213292,6.91775991,6.891086396,6.981839418,6.967323454,7.059833524,6.95025725,6.9071307,6.967067792
Compound3372,6.8787133,6.808555262,6.874599961,6.848103463,6.983648502,6.874107257,7.030163182,6.77805092,6.90774884,6.657642999,6.939312048,7.0304737,6.841354131,6.950806913,6.43225465,6.737107107,6.805195238,6.875687451,6.873655267,6.563891449,6.73217975,6.830067838,6.757178279,6.862176202,6.835945301,6.693911342,6.870061838
Compound554,7.316362917,7.52929824,7.348973345,7.389743453,6.757594534,6.933012367,7.944673723,7.243971026,7.227332139,6.67976133,7.528825427,7.571380721,7.115624668,7.141744925,6.975745958,7.368406965,7.259172502,7.400470351,7.425558643,7.210086778,7.512288865,7.093262075,7.220340907,7.760376065,6.524814332,7.611142599,7.152532698
Compound2096,7.473714207,7.163908185,7.286859196,7.225859635,7.360275817,7.307022999,7.281734499,7.300798285,7.253849893,7.185789582,6.964619622,7.098468237,7.06662161,7.435901656,7.116230117,7.149126612,7.153601695,7.249488178,6.984795852,7.402501994,7.143123713,7.244352191,7.16345839,7.269842227,7.386409479,6.895695359,7.064189817
Compound2484,7.08407545,6.795267481,6.730454176,6.974687297,7.017716675,7.023969304,6.712541801,6.767574386,6.875535759,7.110788193,7.096019551,6.743461664,6.959276519,6.788940488,6.901200471,7.09260087,6.949162338,6.992239663,6.50839325,7.113862475,6.958428977,6.886199114,7.111819866,6.674008629,6.915713598,7.108138609,6.792419151
Compound2513,7.142455298,7.163669383,7.030588004,7.002784659,6.698678248,7.145483269,7.153191283,7.064409143,6.84717633,7.142572492,7.147412964,7.009532531,7.126714194,6.950887749,6.875601432,7.037822503,6.971151515,7.024149493,7.04811332,6.870312257,7.228893434,7.181679536,6.97084356,7.084787293,6.969069979,7.088529523,6.778298587
Compound2762,6.468589477,6.748108045,6.923357797,6.732710631,6.76730651,6.805585172,6.889695056,6.864771969,6.905916538,6.772153363,6.685071595,6.723658251,6.65802851,6.996939398,6.631874465,6.412267191,6.742564088,6.98029718,6.401782883,6.896758051,6.798054089,6.81112153,6.640164835,6.908437077,6.805653266,6.763510764,6.788445051
Compound3114,7.043672624,6.923348762,6.539482529,6.969400567,6.923249677,6.841738467,6.945407171,6.858851809,7.010439611,6.989945717,6.745124323,6.859322757,6.971455648,7.055801219,6.801284931,6.848201001,6.611549803,6.906873163,6.99837868,6.934721239,6.901647355,7.070268686,7.038459822,6.892416512,6.636500228,6.907934712,7.020406223
Compound681,7.454964255,7.573683272,7.545365118,7.496046799,7.468188336,7.312095027,7.226455365,7.381654818,7.817234452,7.485338626,7.742040918,7.577885192,7.427289837,7.508809571,7.405107545,7.506800315,7.52228605,7.042401481,7.542024854,7.313479936,7.541322205,7.143340789,7.53879892,7.329977673,7.497071526,7.53928652,7.543008887
Compound1155,7.151096243,7.535364664,7.306326139,7.239876257,7.441243244,6.980537149,7.376915789,7.492036367,7.513288355,7.128754835,7.274824885,7.184782704,7.464183222,7.57687483,7.284402779,7.263243447,6.578177277,7.556152838,7.149687514,7.179051677,7.294586107,7.307722637,7.200686189,7.084340549,7.435731627,7.591802792,7.630890891
Compound1207,5.691678623,5.773380808,5.669605192,5.627889339,5.746796918,5.547273635,5.651574199,5.631661131,5.663248153,5.806209615,5.935272888,5.724765379,5.405914951,6.033470703,5.581007183,5.747429171,5.652676154,5.620137951,5.787825931,5.74825065,5.455170094,5.762991513,5.709014001,5.719038237,5.745967579,5.827272224,5.551768688
Compound2087,7.008925607,6.957825535,6.911010472,6.559181855,7.042046311,6.677355434,7.010742288,6.758800175,6.850178075,6.956870792,6.894920831,7.050964567,7.143693567,7.046030375,6.788125653,6.811900756,6.947532253,7.201358289,7.053859036,7.116796856,7.118823621,6.899564348,6.797944106,6.990084729,6.949927653,6.83998735,7.069103981
Compound2154,7.008209699,6.89547622,7.011631686,7.084801197,7.041331359,7.078465153,7.172340102,7.173178364,7.067931805,6.996826479,7.124256484,7.064405207,6.939245273,6.88749406,7.11076108,6.984176311,7.016365227,7.241406606,7.003408371,7.066597163,6.896653432,7.140272,6.973957936,7.036326586,7.054696098,6.944758601,7.197798094
Compound2740,6.96099483,7.045527247,7.047315559,6.830329365,7.080810411,7.074281803,7.133106585,6.957216229,6.959987899,7.072709088,6.938633317,7.067374871,7.073100379,7.20473161,6.647628635,6.962878002,6.847985873,7.121946146,6.876350845,6.991819612,6.668126745,6.965137005,6.955289189,6.74881122,7.049731131,7.146270635,7.103656174
Compound3100,6.825415848,6.908069908,7.123509489,6.687853623,7.021409266,7.072790911,7.001602628,6.973971287,6.98585946,6.808216211,6.915641527,7.07302134,6.470501394,6.815444598,6.81716921,7.043904663,6.843200575,7.102399976,6.952177428,6.773502713,6.794712446,6.846034401,6.825405512,6.650060047,6.838409988,6.962306453,6.782960715
Compound4022,6.68839995,6.739619053,6.418987666,6.658224114,6.632131244,6.634091302,6.58206334,6.550008291,6.566882647,6.399771791,6.529274264,6.55994987,6.586787425,6.587254806,6.639399659,6.617590622,6.617011641,6.623854052,6.54735434,6.54570771,6.636118626,6.471002999,6.641827843,6.6472389,6.655021824,6.59179419,6.669930436
Compound1848,6.777250253,7.113668539,6.633993597,6.74582989,6.719298467,6.808267031,6.851724822,6.578911163,6.78100204,6.690795754,6.884837081,6.746394229,7.004565096,6.80432316,7.075575228,6.965684145,6.75707286,6.746907208,6.777765806,6.714601886,6.817155541,6.752488921,6.677094348,6.640952542,6.848223267,6.877297491,6.632806946
Compound2355,7.096659884,7.179242084,7.10661485,7.123212051,7.187864246,7.169217826,7.00457206,7.018507868,7.234264312,7.203470793,7.094980288,7.307212929,7.011191249,7.421623524,7.133461603,6.915157127,7.102323038,7.132419575,7.229436285,7.181550021,6.860151472,7.07285115,7.241828823,7.209136146,6.895142388,7.09874768,7.056624705
Compound3191,5.680177628,5.889219649,5.833690593,5.609568272,5.77730101,5.404289355,5.691309654,5.445863853,5.793509706,5.641423143,5.868789581,5.861737285,5.602425695,5.854584992,5.588769115,5.695087893,5.604699353,5.556678556,5.712218836,5.81789842,5.820836764,5.744255103,5.6710113,5.891634078,5.775999762,5.668311271,5.625686795
Compound3270,6.881029017,6.940867108,6.851960198,6.844437461,6.755321067,6.873411322,6.886787035,6.882582382,6.756852772,6.627321396,6.993056893,6.99942283,6.910810052,6.709756571,6.972658612,6.916443489,6.885563793,6.918290827,7.00135938,6.950480361,7.001928663,6.820520546,6.956185311,6.971614844,6.77711917,6.811505461,6.905887884
Compound296,8.423608813,8.263912361,8.393783021,7.851201886,7.758399072,7.900769285,8.101132221,7.710545409,8.001633476,8.17975897,7.833716057,8.142704404,8.422417452,8.286223409,8.078859047,8.396188858,8.230713518,8.258764705,7.640918298,8.325728359,8.34470928,8.138116244,8.092348369,8.192469046,8.281897086,8.451648745,8.101055774
Compound1855,6.712451431,6.825808616,6.819877536,6.934333836,6.810172409,6.775880613,6.91426411,7.141534011,6.959617194,6.872686868,6.813873632,6.606944049,7.231810037,6.827603291,6.757446103,6.989185124,6.937449455,6.901843815,6.737269721,6.714790392,6.947540747,6.674363786,6.81154321,6.56742114,6.704229996,7.010579493,6.5969839
